,Assay,FingerPrints,Algorithms,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN
354,TOX21_p53_BLA_p5_ratio,Pattern,MLP,0.6054,0.0821,0.1174,0.5708,0.0868,0.1823,,31.0,7631.0,325.0,139.0
355,TOX21_p53_BLA_p5_ratio,Pattern,GBT,0.5965,0.1075,0.1708,0.5526,0.2783,0.1117,,19.0,7903.0,53.0,151.0
356,TOX21_p53_BLA_p5_ratio,Pattern,RF,0.6541,0.1322,0.1739,0.5612,0.2791,0.1294,,22.0,7900.0,56.0,148.0
357,TOX21_p53_BLA_p5_ratio,Pattern,LR,0.5456,0.0544,0.0739,0.5566,0.0452,0.2059,,35.0,7218.0,738.0,135.0
358,TOX21_p53_BLA_p5_ratio,Pattern,KNN,0.6359,0.2066,0.0743,0.6131,0.0404,0.4588,,78.0,6105.0,1851.0,92.0
359,TOX21_p53_BLA_p5_ratio,Pattern,NB,0.4739,0.3513,0.0377,0.4734,0.0194,0.6765,,115.0,2151.0,5805.0,55.0
360,TOX21_HSE_BLA_agonist_ratio,MACCS,MLP,0.7695,0.1441,0.158,0.6283,0.1115,0.2806,,23.0,7076.0,173.0,58.0
361,TOX21_HSE_BLA_agonist_ratio,MACCS,GBT,0.7564,0.1014,0.1663,0.5761,0.0917,0.1694,,14.0,7124.0,125.0,67.0
362,TOX21_HSE_BLA_agonist_ratio,MACCS,RF,0.7595,0.1251,0.24,0.5944,0.2062,0.1958,,16.0,7198.0,51.0,65.0
363,TOX21_HSE_BLA_agonist_ratio,MACCS,LR,0.7501,0.053,0.0741,0.6629,0.0405,0.4431,,36.0,6399.0,850.0,45.0
364,TOX21_HSE_BLA_agonist_ratio,MACCS,KNN,0.6943,0.199,0.1126,0.6852,0.0571,0.4556,,37.0,6631.0,618.0,44.0
365,TOX21_HSE_BLA_agonist_ratio,MACCS,NB,0.5511,0.3964,0.0247,0.5502,0.0126,0.8278,,67.0,1976.0,5273.0,14.0
366,TOX21_HSE_BLA_agonist_ratio,Morgan,MLP,0.7276,0.1578,0.2226,0.6625,0.1665,0.3458,,28.0,7119.0,151.0,53.0
367,TOX21_HSE_BLA_agonist_ratio,Morgan,GBT,0.7333,0.122,0.1563,0.6331,0.1081,0.2944,,24.0,7064.0,206.0,57.0
368,TOX21_HSE_BLA_agonist_ratio,Morgan,RF,0.7457,0.1708,0.3043,0.6071,0.292,0.2208,,18.0,7221.0,49.0,63.0
369,TOX21_HSE_BLA_agonist_ratio,Morgan,LR,0.7424,0.1425,0.1867,0.6756,0.1245,0.3819,,31.0,7047.0,223.0,50.0
370,TOX21_HSE_BLA_agonist_ratio,Morgan,KNN,0.7058,0.2428,0.0617,0.6738,0.0328,0.5194,,42.0,6021.0,1249.0,39.0
371,TOX21_HSE_BLA_agonist_ratio,Morgan,NB,0.5607,0.1093,0.1055,0.5607,0.0605,0.1486,,12.0,7072.0,198.0,69.0
372,TOX21_HSE_BLA_agonist_ratio,Rdkit,MLP,0.7455,0.1418,0.169,0.6804,0.1077,0.3986,,32.0,6970.0,274.0,49.0
373,TOX21_HSE_BLA_agonist_ratio,Rdkit,GBT,0.7575,0.1433,0.199,0.6447,0.1484,0.3097,,25.0,7097.0,147.0,56.0
374,TOX21_HSE_BLA_agonist_ratio,Rdkit,RF,0.7371,0.1271,0.2062,0.5864,0.161,0.1847,,15.0,7157.0,87.0,66.0
375,TOX21_HSE_BLA_agonist_ratio,Rdkit,LR,0.7517,0.1717,0.1558,0.6781,0.0971,0.3986,,32.0,6937.0,307.0,49.0
376,TOX21_HSE_BLA_agonist_ratio,Rdkit,KNN,0.6922,0.2474,0.0643,0.6783,0.0343,0.5194,,42.0,6064.0,1180.0,39.0
377,TOX21_HSE_BLA_agonist_ratio,Rdkit,NB,0.5945,0.3067,0.0309,0.5922,0.0158,0.5931,,48.0,4283.0,2961.0,33.0
378,TOX21_HSE_BLA_agonist_ratio,Layerd,MLP,0.7206,0.1414,0.1801,0.6326,0.1324,0.2861,,23.0,7093.0,151.0,58.0
379,TOX21_HSE_BLA_agonist_ratio,Layerd,GBT,0.7296,0.1585,0.2048,0.5942,0.1766,0.1986,,16.0,7170.0,74.0,65.0
380,TOX21_HSE_BLA_agonist_ratio,Layerd,RF,0.7659,0.1618,0.2438,0.578,0.2572,0.1611,,13.0,7208.0,36.0,68.0
381,TOX21_HSE_BLA_agonist_ratio,Layerd,LR,0.7076,0.1375,0.1572,0.6349,0.1083,0.2986,,24.0,7035.0,209.0,57.0
382,TOX21_HSE_BLA_agonist_ratio,Layerd,KNN,0.6542,0.1959,0.0667,0.6312,0.0367,0.3722,,30.0,6448.0,796.0,51.0
383,TOX21_HSE_BLA_agonist_ratio,Layerd,NB,0.5958,0.2892,0.0322,0.5958,0.0166,0.5569,,45.0,4598.0,2646.0,36.0
384,TOX21_HSE_BLA_agonist_ratio,Pattern,MLP,0.7416,0.1705,0.1924,0.6486,0.1388,0.3194,,26.0,7114.0,162.0,55.0
385,TOX21_HSE_BLA_agonist_ratio,Pattern,GBT,0.741,0.1434,0.2595,0.6236,0.2159,0.2569,,21.0,7205.0,71.0,60.0
386,TOX21_HSE_BLA_agonist_ratio,Pattern,RF,0.7724,0.1565,0.2594,0.6067,0.2606,0.2208,,18.0,7222.0,54.0,63.0
387,TOX21_HSE_BLA_agonist_ratio,Pattern,LR,0.7345,0.1529,0.1636,0.6673,0.1052,0.3694,,30.0,7022.0,254.0,51.0
388,TOX21_HSE_BLA_agonist_ratio,Pattern,KNN,0.6627,0.1873,0.0729,0.6613,0.0398,0.4403,,36.0,6420.0,856.0,45.0
389,TOX21_HSE_BLA_agonist_ratio,Pattern,NB,0.5691,0.2698,0.029,0.5691,0.0149,0.5194,,42.0,4502.0,2774.0,39.0
390,TOX21_ELG1_LUC_Agonist,MACCS,MLP,0.7675,0.1562,0.2419,0.6295,0.1251,0.27,,13.0,7990.0,89.0,36.0
391,TOX21_ELG1_LUC_Agonist,MACCS,GBT,0.8104,0.1136,0.3047,0.5574,0.154,0.12,,6.0,8037.0,42.0,43.0
392,TOX21_ELG1_LUC_Agonist,MACCS,RF,0.8074,0.1556,0.2877,0.5615,0.2833,0.125,,6.0,8063.0,16.0,43.0
393,TOX21_ELG1_LUC_Agonist,MACCS,LR,0.7825,0.0475,0.081,0.7043,0.0444,0.47,,23.0,7583.0,496.0,26.0
394,TOX21_ELG1_LUC_Agonist,MACCS,KNN,0.6541,0.1173,0.0686,0.6447,0.0382,0.345,,17.0,7630.0,449.0,32.0
395,TOX21_ELG1_LUC_Agonist,MACCS,NB,0.5682,0.4117,0.0144,0.5693,0.0073,0.815,,40.0,2614.0,5465.0,9.0
396,TOX21_ELG1_LUC_Agonist,Morgan,MLP,0.6645,0.1516,0.3018,0.5958,0.1254,0.2,,10.0,8016.0,67.0,39.0
397,TOX21_ELG1_LUC_Agonist,Morgan,GBT,0.7371,0.1404,0.3908,0.5592,0.2667,0.12,,6.0,8069.0,14.0,43.0
398,TOX21_ELG1_LUC_Agonist,Morgan,RF,0.7607,0.1333,0.3214,0.5398,0.5,0.08,,4.0,8079.0,4.0,45.0
399,TOX21_ELG1_LUC_Agonist,Morgan,LR,0.7767,0.1556,0.2502,0.6152,0.1499,0.24,,12.0,8005.0,78.0,37.0
400,TOX21_ELG1_LUC_Agonist,Morgan,KNN,0.6622,0.1373,0.0416,0.632,0.0221,0.365,,18.0,7266.0,817.0,31.0
401,TOX21_ELG1_LUC_Agonist,Morgan,NB,0.5644,0.1056,0.223,0.5644,0.0659,0.14,,7.0,7992.0,91.0,42.0
402,TOX21_ELG1_LUC_Agonist,Rdkit,MLP,0.659,0.1129,0.1066,0.6201,0.0728,0.265,,13.0,7858.0,200.0,36.0
403,TOX21_ELG1_LUC_Agonist,Rdkit,GBT,0.6744,0.1693,0.293,0.5713,0.2963,0.145,,7.0,8039.0,19.0,42.0
404,TOX21_ELG1_LUC_Agonist,Rdkit,RF,0.7385,0.1662,0.2506,0.5413,0.2208,0.085,,4.0,8038.0,20.0,45.0
405,TOX21_ELG1_LUC_Agonist,Rdkit,LR,0.6429,0.1131,0.0957,0.619,0.0602,0.265,,13.0,7840.0,218.0,36.0
406,TOX21_ELG1_LUC_Agonist,Rdkit,KNN,0.6923,0.2183,0.046,0.6885,0.0241,0.505,,25.0,7027.0,1031.0,24.0
407,TOX21_ELG1_LUC_Agonist,Rdkit,NB,0.5629,0.1393,0.054,0.5891,0.0319,0.245,,12.0,7520.0,538.0,37.0
408,TOX21_ELG1_LUC_Agonist,Layerd,MLP,0.6533,0.1675,0.1863,0.6462,0.1366,0.305,,15.0,7956.0,102.0,34.0
409,TOX21_ELG1_LUC_Agonist,Layerd,GBT,0.7183,0.1721,0.2687,0.6103,0.3058,0.225,,11.0,8022.0,36.0,38.0
410,TOX21_ELG1_LUC_Agonist,Layerd,RF,0.785,0.2049,0.3373,0.5916,0.3667,0.185,,9.0,8043.0,15.0,40.0
411,TOX21_ELG1_LUC_Agonist,Layerd,LR,0.6524,0.1263,0.1655,0.6545,0.1118,0.325,,16.0,7929.0,129.0,33.0
412,TOX21_ELG1_LUC_Agonist,Layerd,KNN,0.7316,0.2426,0.0736,0.7064,0.0399,0.485,,24.0,7476.0,582.0,25.0
413,TOX21_ELG1_LUC_Agonist,Layerd,NB,0.5665,0.2654,0.0154,0.5665,0.0078,0.52,,25.0,4939.0,3119.0,24.0
414,TOX21_ELG1_LUC_Agonist,Pattern,MLP,0.6908,0.1667,0.255,0.645,0.1597,0.3,,15.0,8003.0,80.0,34.0
415,TOX21_ELG1_LUC_Agonist,Pattern,GBT,0.7858,0.216,0.3702,0.6278,0.2865,0.26,,13.0,8047.0,36.0,36.0
416,TOX21_ELG1_LUC_Agonist,Pattern,RF,0.8282,0.1751,0.3738,0.5694,0.3958,0.14,,7.0,8073.0,10.0,42.0
417,TOX21_ELG1_LUC_Agonist,Pattern,LR,0.7168,0.1629,0.1869,0.6621,0.1128,0.34,,17.0,7956.0,127.0,32.0
418,TOX21_ELG1_LUC_Agonist,Pattern,KNN,0.6874,0.1849,0.0709,0.6617,0.0305,0.4,,20.0,7464.0,619.0,29.0
419,TOX21_ELG1_LUC_Agonist,Pattern,NB,0.5248,0.2424,0.013,0.5248,0.0066,0.475,,23.0,4645.0,3438.0,26.0
420,TOX21_ERa_BLA_Agonist_ratio,MACCS,MLP,0.7472,0.3721,0.2776,0.6901,0.2102,0.4136,,70.0,7677.0,266.0,99.0
421,TOX21_ERa_BLA_Agonist_ratio,MACCS,GBT,0.774,0.4062,0.3495,0.7044,0.2974,0.4313,,73.0,7764.0,179.0,96.0
422,TOX21_ERa_BLA_Agonist_ratio,MACCS,RF,0.7658,0.3954,0.4017,0.6784,0.4511,0.3666,,62.0,7866.0,77.0,107.0
423,TOX21_ERa_BLA_Agonist_ratio,MACCS,LR,0.7591,0.1576,0.1084,0.6902,0.0598,0.5739,,97.0,6406.0,1537.0,72.0
424,TOX21_ERa_BLA_Agonist_ratio,MACCS,KNN,0.7353,0.292,0.1338,0.7068,0.0761,0.5614,,95.0,6768.0,1175.0,74.0
425,TOX21_ERa_BLA_Agonist_ratio,MACCS,NB,0.5843,0.4579,0.0494,0.5844,0.0254,0.935,,158.0,1858.0,6085.0,11.0
426,TOX21_ERa_BLA_Agonist_ratio,Morgan,MLP,0.7374,0.3072,0.3087,0.7119,0.2354,0.4555,,77.0,7707.0,252.0,92.0
427,TOX21_ERa_BLA_Agonist_ratio,Morgan,GBT,0.7812,0.3415,0.3642,0.7195,0.3031,0.4614,,78.0,7781.0,178.0,91.0
428,TOX21_ERa_BLA_Agonist_ratio,Morgan,RF,0.796,0.4035,0.4536,0.7107,0.4879,0.4312,,73.0,7880.0,79.0,96.0
429,TOX21_ERa_BLA_Agonist_ratio,Morgan,LR,0.7452,0.3071,0.2738,0.7258,0.1901,0.4967,,84.0,7600.0,359.0,85.0
430,TOX21_ERa_BLA_Agonist_ratio,Morgan,KNN,0.7533,0.324,0.1186,0.7104,0.0658,0.603,,102.0,6510.0,1449.0,67.0
431,TOX21_ERa_BLA_Agonist_ratio,Morgan,NB,0.6149,0.1989,0.1276,0.6149,0.0811,0.3022,,51.0,7383.0,576.0,118.0
432,TOX21_ERa_BLA_Agonist_ratio,Rdkit,MLP,0.7362,0.3,0.3049,0.719,0.2264,0.4732,,80.0,7666.0,280.0,89.0
433,TOX21_ERa_BLA_Agonist_ratio,Rdkit,GBT,0.769,0.3876,0.4153,0.6984,0.4285,0.4085,,69.0,7853.0,93.0,100.0
434,TOX21_ERa_BLA_Agonist_ratio,Rdkit,RF,0.7802,0.3484,0.371,0.6771,0.3877,0.3665,,62.0,7847.0,99.0,107.0
435,TOX21_ERa_BLA_Agonist_ratio,Rdkit,LR,0.7443,0.2847,0.2679,0.7169,0.1869,0.479,,81.0,7587.0,359.0,88.0
436,TOX21_ERa_BLA_Agonist_ratio,Rdkit,KNN,0.716,0.304,0.1164,0.6979,0.0648,0.5735,,97.0,6533.0,1413.0,72.0
437,TOX21_ERa_BLA_Agonist_ratio,Rdkit,NB,0.5998,0.2896,0.0581,0.5923,0.0306,0.5687,,96.0,4894.0,3052.0,73.0
438,TOX21_ERa_BLA_Agonist_ratio,Layerd,MLP,0.776,0.3509,0.3173,0.7339,0.2335,0.5029,,85.0,7665.0,279.0,84.0
439,TOX21_ERa_BLA_Agonist_ratio,Layerd,GBT,0.7589,0.4102,0.4237,0.7123,0.414,0.4379,,74.0,7838.0,106.0,95.0
440,TOX21_ERa_BLA_Agonist_ratio,Layerd,RF,0.7679,0.3814,0.4032,0.6927,0.4182,0.3971,,67.0,7851.0,93.0,102.0
441,TOX21_ERa_BLA_Agonist_ratio,Layerd,LR,0.7534,0.3232,0.2798,0.7369,0.1926,0.5206,,88.0,7573.0,371.0,81.0
442,TOX21_ERa_BLA_Agonist_ratio,Layerd,KNN,0.7324,0.3207,0.1296,0.715,0.0729,0.5919,,100.0,6658.0,1286.0,69.0
443,TOX21_ERa_BLA_Agonist_ratio,Layerd,NB,0.59,0.3694,0.0535,0.5895,0.0278,0.7048,,119.0,3767.0,4177.0,50.0
444,TOX21_ERa_BLA_Agonist_ratio,Pattern,MLP,0.7633,0.351,0.285,0.7189,0.204,0.4783,,81.0,7639.0,322.0,88.0
445,TOX21_ERa_BLA_Agonist_ratio,Pattern,GBT,0.796,0.408,0.3616,0.7191,0.3028,0.461,,78.0,7779.0,182.0,91.0
446,TOX21_ERa_BLA_Agonist_ratio,Pattern,RF,0.7884,0.4145,0.424,0.7122,0.4252,0.4375,,74.0,7857.0,104.0,95.0
447,TOX21_ERa_BLA_Agonist_ratio,Pattern,LR,0.7551,0.298,0.2082,0.7083,0.133,0.4849,,82.0,7417.0,544.0,87.0
448,TOX21_ERa_BLA_Agonist_ratio,Pattern,KNN,0.7427,0.3142,0.1118,0.7094,0.0615,0.6206,,105.0,6355.0,1606.0,64.0
449,TOX21_ERa_BLA_Agonist_ratio,Pattern,NB,0.6031,0.3755,0.0554,0.6022,0.0288,0.7162,,121.0,3887.0,4074.0,48.0
450,TOX21_ERa_BLA_Antagonist_ratio,MACCS,MLP,0.6903,0.1488,0.2017,0.6302,0.1516,0.3084,,65.0,7494.0,378.0,146.0
451,TOX21_ERa_BLA_Antagonist_ratio,MACCS,GBT,0.6578,0.1118,0.1404,0.5458,0.2455,0.0996,,21.0,7810.0,62.0,190.0
452,TOX21_ERa_BLA_Antagonist_ratio,MACCS,RF,0.732,0.1712,0.2115,0.5795,0.2826,0.1708,,36.0,7779.0,93.0,175.0
453,TOX21_ERa_BLA_Antagonist_ratio,MACCS,LR,0.6061,0.0567,0.0746,0.5859,0.0405,0.4699,,99.0,5525.0,2347.0,112.0
454,TOX21_ERa_BLA_Antagonist_ratio,MACCS,KNN,0.6773,0.2323,0.113,0.643,0.0643,0.469,,99.0,6431.0,1441.0,112.0
455,TOX21_ERa_BLA_Antagonist_ratio,MACCS,NB,0.4636,0.3923,0.0473,0.4675,0.0243,0.8825,,186.0,413.0,7459.0,25.0
456,TOX21_ERa_BLA_Antagonist_ratio,Morgan,MLP,0.6272,0.1078,0.1786,0.6084,0.1364,0.2604,,55.0,7538.0,344.0,156.0
457,TOX21_ERa_BLA_Antagonist_ratio,Morgan,GBT,0.6179,0.13,0.157,0.569,0.1594,0.161,,34.0,7700.0,182.0,177.0
458,TOX21_ERa_BLA_Antagonist_ratio,Morgan,RF,0.7246,0.174,0.2054,0.5681,0.29,0.147,,31.0,7797.0,85.0,180.0
459,TOX21_ERa_BLA_Antagonist_ratio,Morgan,LR,0.6767,0.1083,0.1578,0.6216,0.1058,0.3128,,66.0,7333.0,549.0,145.0
460,TOX21_ERa_BLA_Antagonist_ratio,Morgan,KNN,0.6555,0.2133,0.0989,0.6266,0.0553,0.4695,,99.0,6177.0,1705.0,112.0
461,TOX21_ERa_BLA_Antagonist_ratio,Morgan,NB,0.5437,0.17,0.065,0.5437,0.0367,0.2846,,60.0,6327.0,1555.0,151.0
462,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,MLP,0.6875,0.1273,0.1783,0.6268,0.1252,0.3125,,66.0,7405.0,463.0,145.0
463,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,GBT,0.6832,0.177,0.2483,0.6073,0.274,0.2325,,49.0,7728.0,140.0,162.0
464,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,RF,0.7203,0.1932,0.2278,0.6018,0.2383,0.2232,,47.0,7714.0,154.0,164.0
465,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,LR,0.6685,0.0885,0.1569,0.6273,0.1035,0.332,,70.0,7258.0,610.0,141.0
466,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,KNN,0.6943,0.2578,0.1093,0.6528,0.0611,0.521,,110.0,6173.0,1695.0,101.0
467,TOX21_ERa_BLA_Antagonist_ratio,Rdkit,NB,0.6282,0.2925,0.0756,0.6002,0.0406,0.5541,,117.0,5085.0,2783.0,94.0
468,TOX21_ERa_BLA_Antagonist_ratio,Layerd,MLP,0.6879,0.1501,0.1966,0.6378,0.1402,0.332,,70.0,7419.0,444.0,141.0
469,TOX21_ERa_BLA_Antagonist_ratio,Layerd,GBT,0.6772,0.2048,0.2392,0.6014,0.2758,0.2182,,46.0,7743.0,120.0,165.0
470,TOX21_ERa_BLA_Antagonist_ratio,Layerd,RF,0.7276,0.2122,0.2512,0.6101,0.2751,0.237,,50.0,7731.0,132.0,161.0
471,TOX21_ERa_BLA_Antagonist_ratio,Layerd,LR,0.6793,0.1216,0.1774,0.647,0.117,0.3701,,78.0,7264.0,599.0,133.0
472,TOX21_ERa_BLA_Antagonist_ratio,Layerd,KNN,0.6875,0.256,0.1126,0.66,0.063,0.5318,,112.0,6197.0,1666.0,99.0
473,TOX21_ERa_BLA_Antagonist_ratio,Layerd,NB,0.5136,0.3635,0.0522,0.5118,0.0271,0.7011,,148.0,2536.0,5327.0,63.0
474,TOX21_ERa_BLA_Antagonist_ratio,Pattern,MLP,0.6745,0.09,0.1383,0.5941,0.0956,0.2515,,53.0,7421.0,501.0,158.0
475,TOX21_ERa_BLA_Antagonist_ratio,Pattern,GBT,0.6845,0.1002,0.1392,0.5619,0.1299,0.1515,,32.0,7702.0,220.0,179.0
476,TOX21_ERa_BLA_Antagonist_ratio,Pattern,RF,0.7082,0.1286,0.1707,0.5714,0.1897,0.1615,,34.0,7774.0,148.0,177.0
477,TOX21_ERa_BLA_Antagonist_ratio,Pattern,LR,0.6141,0.0634,0.1135,0.5994,0.0697,0.3082,,65.0,7055.0,867.0,146.0
478,TOX21_ERa_BLA_Antagonist_ratio,Pattern,KNN,0.6808,0.2351,0.1036,0.655,0.0572,0.5507,,116.0,6016.0,1906.0,95.0
479,TOX21_ERa_BLA_Antagonist_ratio,Pattern,NB,0.5112,0.3795,0.0518,0.5123,0.0268,0.7251,,153.0,2373.0,5549.0,58.0
480,TOX21_ESRE_BLA_ratio,MACCS,MLP,0.815,0.2457,0.2944,0.6634,0.2079,0.3333,,11.0,7259.0,47.0,22.0
481,TOX21_ESRE_BLA_ratio,MACCS,GBT,0.7434,0.1804,0.2978,0.6053,0.1148,0.2167,,7.0,7262.0,44.0,26.0
482,TOX21_ESRE_BLA_ratio,MACCS,RF,0.8049,0.2969,0.4333,0.6202,0.4815,0.2416,,8.0,7296.0,10.0,25.0
483,TOX21_ESRE_BLA_ratio,MACCS,LR,0.7977,0.0445,0.0913,0.6821,0.0467,0.4,,13.0,7045.0,261.0,20.0
484,TOX21_ESRE_BLA_ratio,MACCS,KNN,0.7862,0.2446,0.1129,0.7569,0.0632,0.55,,18.0,7041.0,265.0,15.0
485,TOX21_ESRE_BLA_ratio,MACCS,NB,0.6149,0.3126,0.0135,0.6148,0.0068,0.6167,,20.0,4478.0,2828.0,13.0
486,TOX21_ESRE_BLA_ratio,Morgan,MLP,0.7715,0.2903,0.3561,0.7173,0.2775,0.4417,,14.0,7272.0,52.0,19.0
487,TOX21_ESRE_BLA_ratio,Morgan,GBT,0.8025,0.0868,0.2694,0.593,0.1121,0.1917,,6.0,7283.0,41.0,27.0
488,TOX21_ESRE_BLA_ratio,Morgan,RF,0.8054,0.2156,0.4571,0.5912,0.4762,0.1833,,6.0,7317.0,7.0,27.0
489,TOX21_ESRE_BLA_ratio,Morgan,LR,0.819,0.1875,0.296,0.6962,0.2094,0.4,,13.0,7268.0,56.0,20.0
490,TOX21_ESRE_BLA_ratio,Morgan,KNN,0.7588,0.2679,0.0508,0.7422,0.0238,0.6,,20.0,6477.0,847.0,13.0
491,TOX21_ESRE_BLA_ratio,Morgan,NB,0.631,0.2459,0.3278,0.631,0.2219,0.2667,,9.0,7290.0,34.0,24.0
492,TOX21_ESRE_BLA_ratio,Rdkit,MLP,0.7833,0.3254,0.217,0.7046,0.1131,0.425,,14.0,7179.0,116.0,19.0
493,TOX21_ESRE_BLA_ratio,Rdkit,GBT,0.8531,0.1949,0.3476,0.6093,0.1483,0.225,,7.0,7248.0,47.0,26.0
494,TOX21_ESRE_BLA_ratio,Rdkit,RF,0.7797,0.2016,0.4177,0.6564,0.3417,0.3167,,10.0,7267.0,28.0,23.0
495,TOX21_ESRE_BLA_ratio,Rdkit,LR,0.8009,0.3249,0.2188,0.7322,0.1088,0.4834,,16.0,7156.0,139.0,17.0
496,TOX21_ESRE_BLA_ratio,Rdkit,KNN,0.7059,0.2489,0.0444,0.7085,0.0208,0.525,,17.0,6507.0,788.0,16.0
497,TOX21_ESRE_BLA_ratio,Rdkit,NB,0.6495,0.22,0.0246,0.6262,0.0114,0.425,,14.0,6036.0,1259.0,19.0
498,TOX21_ESRE_BLA_ratio,Layerd,MLP,0.8148,0.3149,0.3779,0.6923,0.2679,0.3917,,13.0,7244.0,51.0,20.0
499,TOX21_ESRE_BLA_ratio,Layerd,GBT,0.7662,0.2143,0.4825,0.6354,0.325,0.275,,9.0,7265.0,30.0,24.0
500,TOX21_ESRE_BLA_ratio,Layerd,RF,0.8144,0.2333,0.4694,0.6406,0.4,0.2833,,9.0,7279.0,16.0,24.0
501,TOX21_ESRE_BLA_ratio,Layerd,LR,0.8117,0.2816,0.3126,0.7033,0.184,0.4167,,14.0,7222.0,73.0,19.0
502,TOX21_ESRE_BLA_ratio,Layerd,KNN,0.7395,0.2171,0.0689,0.7145,0.0332,0.4917,,16.0,6838.0,457.0,17.0
503,TOX21_ESRE_BLA_ratio,Layerd,NB,0.615,0.2186,0.0238,0.615,0.0097,0.425,,14.0,5873.0,1422.0,19.0
504,TOX21_ESRE_BLA_ratio,Pattern,MLP,0.8213,0.2517,0.2885,0.7166,0.1671,0.4417,,14.0,7261.0,63.0,19.0
505,TOX21_ESRE_BLA_ratio,Pattern,GBT,0.803,0.1382,0.3333,0.5729,0.137,0.15,,5.0,7294.0,30.0,28.0
506,TOX21_ESRE_BLA_ratio,Pattern,RF,0.8457,0.1687,0.3444,0.5906,0.25,0.1833,,6.0,7308.0,16.0,27.0
507,TOX21_ESRE_BLA_ratio,Pattern,LR,0.8387,0.2079,0.2587,0.7233,0.1653,0.4583,,15.0,7238.0,86.0,18.0
508,TOX21_ESRE_BLA_ratio,Pattern,KNN,0.7473,0.2229,0.068,0.6948,0.0329,0.45,,15.0,6881.0,443.0,18.0
509,TOX21_ESRE_BLA_ratio,Pattern,NB,0.6042,0.2142,0.0199,0.6042,0.0092,0.4167,,14.0,5798.0,1526.0,19.0
510,TOX21_FXR_BLA_agonist_ratio,MACCS,MLP,0.7796,0.0795,0.3185,0.5972,0.0714,0.2,,3.0,7294.0,41.0,14.0
511,TOX21_FXR_BLA_agonist_ratio,MACCS,GBT,0.8514,0.0475,,0.4989,0.0,0.0,,0.0,7319.0,16.0,17.0
512,TOX21_FXR_BLA_agonist_ratio,MACCS,RF,0.6966,0.0959,,0.4995,0.0,0.0,,0.0,7328.0,7.0,17.0
513,TOX21_FXR_BLA_agonist_ratio,MACCS,LR,0.8604,0.0266,0.1155,0.6163,0.0259,0.25,,4.0,7207.0,128.0,13.0
514,TOX21_FXR_BLA_agonist_ratio,MACCS,KNN,0.6324,0.1474,0.0891,0.6359,0.0242,0.3,,5.0,7128.0,207.0,12.0
515,TOX21_FXR_BLA_agonist_ratio,MACCS,NB,0.6941,0.2795,0.0228,0.6941,0.0081,0.55,,10.0,6148.0,1187.0,7.0
516,TOX21_FXR_BLA_agonist_ratio,Morgan,MLP,0.6387,0.156,0.325,0.5731,0.0476,0.15,,2.0,7312.0,28.0,15.0
517,TOX21_FXR_BLA_agonist_ratio,Morgan,GBT,0.8274,0.07,0.4166,0.5735,0.0778,0.15,,2.0,7319.0,21.0,15.0
518,TOX21_FXR_BLA_agonist_ratio,Morgan,RF,0.8103,0.1967,0.6667,0.5744,0.2143,0.15,,2.0,7332.0,8.0,15.0
519,TOX21_FXR_BLA_agonist_ratio,Morgan,LR,0.8451,0.102,0.3952,0.6219,0.0833,0.25,,3.0,7294.0,46.0,14.0
520,TOX21_FXR_BLA_agonist_ratio,Morgan,KNN,0.7575,0.2018,0.0928,0.7356,0.0298,0.5,,7.0,7128.0,212.0,10.0
521,TOX21_FXR_BLA_agonist_ratio,Morgan,NB,0.5738,0.1552,0.4,0.5738,0.0648,0.15,,2.0,7323.0,17.0,15.0
522,TOX21_FXR_BLA_agonist_ratio,Rdkit,MLP,0.7009,0.1831,0.3625,0.6473,0.106,0.3,,4.0,7300.0,40.0,13.0
523,TOX21_FXR_BLA_agonist_ratio,Rdkit,GBT,0.9147,0.1749,0.6111,0.598,0.175,0.2,,3.0,7311.0,29.0,14.0
524,TOX21_FXR_BLA_agonist_ratio,Rdkit,RF,0.8803,0.1983,0.5834,0.5739,0.1111,0.15,,2.0,7324.0,16.0,15.0
525,TOX21_FXR_BLA_agonist_ratio,Rdkit,LR,0.9434,0.1851,0.2514,0.646,0.0643,0.3,,4.0,7282.0,58.0,13.0
526,TOX21_FXR_BLA_agonist_ratio,Rdkit,KNN,0.7607,0.2118,0.037,0.6908,0.0134,0.45,,7.0,6838.0,502.0,10.0
527,TOX21_FXR_BLA_agonist_ratio,Rdkit,NB,0.6331,0.1572,0.0404,0.6239,0.0083,0.3,,4.0,6957.0,383.0,13.0
528,TOX21_FXR_BLA_agonist_ratio,Layerd,MLP,0.8142,0.1475,0.3132,0.6215,0.0591,0.25,,4.0,7288.0,51.0,13.0
529,TOX21_FXR_BLA_agonist_ratio,Layerd,GBT,0.9464,0.1245,0.4889,0.5983,0.1167,0.2,,3.0,7314.0,25.0,14.0
530,TOX21_FXR_BLA_agonist_ratio,Layerd,RF,0.8774,0.1191,0.45,0.5738,0.0833,0.15,,2.0,7322.0,17.0,15.0
